Domain name,Domain type,Organization name,Suborganization name,City,State,Security contact email
villageofmillerton-ny.gov,City,Non-Federal Agency,,Millerton,NY,jjeffreys@necscorp.com
villageofmilltown.gov,City,Non-Federal Agency,,Milltown,WI,(blank)
villageofminongwi.gov,City,Non-Federal Agency,,MINONG,WI,clerktreasurer.vom@outlook.com
villageofmisenheimernc.gov,City,Non-Federal Agency,,Misenheimer,NC,manager@villageofmisenheimernc.gov
villageofmonroeny.gov,City,Non-Federal Agency,,Monroe,NY,helpdesk@newwindsor-ny.gov
villageofmoravia.gov,City,Non-Federal Agency,,Moravia,NY,treasurer@villageofmoravia.com
villageofmorganza.gov,City,Non-Federal Agency,,Morganza,LA,(blank)
villageofmountmorrisny.gov,City,Non-Federal Agency,,Mount Morris,NY,(blank)
villageofmuirmi.gov,City,Non-Federal Agency,,Muir,MI,kyle@shumakergroup.com
villageofmukwonago.gov,City,Non-Federal Agency,,Mukwonago,WI,ddykstra@villageofmukwonago.com
villageofmullen.gov,City,Non-Federal Agency,,Mullen,NE,(blank)
villageofnaponeene.gov,City,Non-Federal Agency,,Naponee,NE,security@outlook.com
villageofnecedahwi.gov,City,Non-Federal Agency,,Necedah,WI,starojam@necedah.us
villageofnewarkny.gov,City,Non-Federal Agency,,Newark,NY,(blank)
villageofnewberlinny.gov,City,Non-Federal Agency,,New Berlin,NY,info@chenangowebdesign.com
villageofnewhaven-mi.gov,City,Non-Federal Agency,,New Haven,MI,service@vc3.com
villageofnewholland-oh.gov,City,Non-Federal Agency,,New Holland,OH,fiscalofficer@villageofnewholland-oh.gov
villageofnewpaltz.gov,City,Non-Federal Agency,,New Paltz,NY,security@villageofnewpaltz.gov
villageofnewtownohio.gov,City,Non-Federal Agency,,Newtown,OH,(blank)
villageofnicholsny.gov,City,Non-Federal Agency,,Nichols,NY,(blank)
villageofoakdalewi.gov,City,Non-Federal Agency,,Oakdale,WI,tim@cramcenter.com
villageofoakfieldny.gov,City,Non-Federal Agency,,Oakfield,NY,(blank)
villageofoakfieldwi.gov,City,Non-Federal Agency,,Oakfield,WI,mthomas@villageofoakfieldwi.gov
villageofoceanbeach.gov,City,Non-Federal Agency,,Ocean Beach,NY,(blank)
villageofoldwestbury.gov,City,Non-Federal Agency,,Old Westbury,NY,(blank)
villageofossiningny.gov,City,Non-Federal Agency,,Ossining,NY,(blank)
villageofowegony.gov,City,Non-Federal Agency,,Owego,NY,clarkb@tiogacountyny.gov
villageofoxfordny.gov,City,Non-Federal Agency,,Oxford,NY,(blank)
villageofpaintedpost.gov,City,Non-Federal Agency,,Painted Post,NY,(blank)
villageofpalmyrailmacoupin.gov,City,Non-Federal Agency,,palmyra,IL,Chief@villageofpalmyrailmacoupin.gov
villageofparkforest-il.gov,City,Non-Federal Agency,,Park Forest,IL,mgiesing@vopf.com
villageofpeninsula-oh.gov,City,Non-Federal Agency,,Peninsula,OH,(blank)
villageofpennyan.gov,City,Non-Federal Agency,,Penn Yan,NY,(blank)
villageofperrinton.gov,City,Non-Federal Agency,,Perrinton,MI,(blank)
villageofperryny.gov,City,Non-Federal Agency,,Perry,NY,(blank)
villageofpewaukeewi.gov,City,Non-Federal Agency,,Pewaukee,WI,villagehall@villageofpewaukeewi.gov
villageofphelpsny.gov,City,Non-Federal Agency,,Phelps,NY,(blank)
villageofphoenix-ny.gov,City,Non-Federal Agency,,Phoenix,NY,helpdesk@cnyric.org
villageofpittsfordny.gov,City,Non-Federal Agency,,Pittsford,NY,(blank)
villageofplainfieldwi.gov,City,Non-Federal Agency,,Plainfield,WI,(blank)
villageofpotsdamny.gov,City,Non-Federal Agency,,Potsdam,NY,(blank)
villageofprairiefarm.gov,City,Non-Federal Agency,,Prairie Farm,WI,(blank)
villageofquogueny.gov,City,Non-Federal Agency,,Quogue,NY,(blank)
villageofrhinebeck.gov,City,Non-Federal Agency,,Rhinebeck,NY,help@pcasupport.com
villageofrhinebeckny.gov,City,Non-Federal Agency,,Rhinebeck,NY,gkazandjis@pcasupport.com
villageofriverbendmo.gov,City,Non-Federal Agency,,Independence,MO,reportissue@villageofriverbend.gov
villageofromeomi.gov,City,Non-Federal Agency,,Romeo,MI,(blank)
villageofsabina.gov,City,Non-Federal Agency,,Sabina,OH,(blank)
villageofsaugerties.gov,City,Non-Federal Agency,,Saugerties,NY,(blank)
villageofsaukvillewi.gov,City,Non-Federal Agency,,Saukville,WI,(blank)
villageofsciooh.gov,City,Non-Federal Agency,,Scio,OH,(blank)
villageofscotiany.gov,City,Non-Federal Agency,,Scotia,NY,village_of_scotia@hotmail.com
villageofsheldonwi.gov,City,Non-Federal Agency,,Sheldon,WI,joe@yellowstonecomputing.com
villageofsherburneny.gov,City,Non-Federal Agency,,Sherburne,NY,(blank)
villageofsirenwi.gov,City,Non-Federal Agency,,Siren,WI,support@protutorapps.com
villageofskaneateles.gov,City,Non-Federal Agency,,Skaneateles,NY,(blank)
villageofsodusny.gov,City,Non-Federal Agency,,Sodus,NY,(blank)
villageofsouthpoint.gov,City,Non-Federal Agency,,South Point,OH,support@diversifiedts.com
villageofspeculator.gov,City,Non-Federal Agency,,Speculator,NY,(blank)
villageofspencerwi.gov,City,Non-Federal Agency,,Spencer,WI,(blank)
villageofspringvilleny.gov,City,Non-Federal Agency,,Springville,NY,(blank)
villageofstamfordny.gov,City,Non-Federal Agency,,STAMFORD,NY,(blank)
villageofstaplehurst.gov,City,Non-Federal Agency,,Staplehurst,NE,(blank)
villageofstetsonvillewi.gov,City,Non-Federal Agency,,Stetsonville,WI,(blank)
villageofstillwaterny.gov,City,Non-Federal Agency,,STILLWATER,NY,(blank)
villageofstockbridgemi.gov,City,Non-Federal Agency,,Stockbridge,MI,kps@shumakergroup.com
villageofstockbridgewi.gov,City,Non-Federal Agency,,Stockbridge,WI,villageofstockbridgewi@gmail.com
villageofsullivanwi.gov,City,Non-Federal Agency,,SULLIVAN,WI,(blank)
villageofsummitwi.gov,City,Non-Federal Agency,,Summit,WI,(blank)
villageofsylvanbeachny.gov,City,Non-Federal Agency,,"Sylvan Beach, NY 13157",NY,vsbclerk@outlook.com
villageofthebranchny.gov,City,Non-Federal Agency,,Smithtown,NY,nforte@villageofthebranchny.gov
villageoftheresany.gov,City,Non-Federal Agency,,Theresa,NY,(blank)
villageofthomastonny.gov,City,Non-Federal Agency,,Great Neck,NY,(blank)
villageoftikiisland.gov,City,Non-Federal Agency,,Tiki Island,TX,tikiisland@comcast.net
villageofturin.gov,City,Non-Federal Agency,,Turin,NY,(blank)
villageofvalleyfallsny.gov,City,Non-Federal Agency,,Valley Falls,NY,(blank)
villageofvictorny.gov,City,Non-Federal Agency,,Victor,NY,(blank)
villageofvolente-tx.gov,City,Non-Federal Agency,,Volente,TX,(blank)
villageofvoorheesville.gov,City,Non-Federal Agency,,Voorheesville,NY,(blank)
villageofwaldenny.gov,City,Non-Federal Agency,,Walden,NY,(blank)
villageofwales.gov,City,Non-Federal Agency,,Wales,WI,(blank)
villageofwarrenil.gov,City,Non-Federal Agency,,Warren,IL,wpd5501@gmail.com
villageofwarsawny.gov,City,Non-Federal Agency,,Warsaw,NY,(blank)
villageofwarwickny.gov,City,Non-Federal Agency,,Warwick,NY,(blank)
villageofwaterville.gov,City,Non-Federal Agency,,Waterville,NY,(blank)
villageofwaukesha.gov,City,Non-Federal Agency,,Waukesha,WI,(blank)
villageofwaverly.gov,City,Non-Federal Agency,,Waverly,NY,(blank)
villageofwebsterny.gov,City,Non-Federal Agency,,Webster,NY,(blank)
villageofwestbury.gov,City,Non-Federal Agency,,Westbury,NY,(blank)
villageofwestfieldny.gov,City,Non-Federal Agency,,Westfield,NY,(blank)
villageofwestrushville-oh.gov,City,Non-Federal Agency,,Rushville,OH,(blank)
villageofwhitehallny.gov,City,Non-Federal Agency,,whitehall,NY,(blank)
villageofwhitelaw-wi.gov,City,Non-Federal Agency,,Whitelaw,WI,villageofwhitelaw@comcast.net
villageofwolcottny.gov,City,Non-Federal Agency,,Wolcott,NY,villageofwolcottny@gmail.com
villageofwoodbury.gov,City,Non-Federal Agency,,Central Valley,NY,(blank)
villageofwoodlandmi.gov,City,Non-Federal Agency,,Woodland,MI,beach7184@gmail.com
villageofwurtsboro.gov,City,Non-Federal Agency,,WURTSBORO,NY,(blank)
villageofyatescity.gov,City,Non-Federal Agency,,Yates City,IL,security@villageofyatescity.gov
villaparkil.gov,City,Non-Federal Agency,,Villa Park,IL,support@invillapark.com
villarica.gov,City,Non-Federal Agency,,VILLA RICA,GA,ithelpdesks@villarica.org
vineyardutah.gov,City,Non-Federal Agency,,Vineyard,UT,comms@vineyardutah.org
vintonia.gov,City,Non-Federal Agency,,Vinton,IA,ivin@vintonia.gov
vintonva.gov,City,Non-Federal Agency,,Vinton,VA,vintoninfo@vintonva.gov
virgilny.gov,City,Non-Federal Agency,,Cortland,NY,(blank)
virginiabeach.gov,City,Non-Federal Agency,,Virginia Beach,VA,infosec@vbgov.com
virginiagardens-fl.gov,City,Non-Federal Agency,,Virginia Gardens,FL,support@loxiatech.com
virginiamnpd.gov,City,Non-Federal Agency,,Virginia,MN,support@virginiapd.com
visalia.gov,City,Non-Federal Agency,,Visalia,CA,abuse@visalia.city
visitconwaysc.gov,City,Non-Federal Agency,,Conway,SC,itsupport@cityofconway.com
vista.gov,City,Non-Federal Agency,,Vista,CA,security@ci.vista.ca.us
vny.gov,City,Non-Federal Agency,,LOS ANGELES,CA,(blank)
vofishkill.gov,City,Non-Federal Agency,,FISHKILL,NY,(blank)
vofwittenbergwi.gov,City,Non-Federal Agency,,Wittenberg,WI,ash@cirrinity.net
vokimberlywi.gov,City,Non-Federal Agency,,Kimberly,WI,tech@vokimberly.org
volentetexas.gov,City,Non-Federal Agency,,Volente,TX,(blank)
voliniatownship.gov,City,Non-Federal Agency,,Cassopolis,MI,clerk@voliniatownship.gov
voluntown.gov,City,Non-Federal Agency,,Voluntown,CT,jzelinsky@voluntown.gov
vonormytx.gov,City,Non-Federal Agency,,Von Ormy,TX,Cityadmin@vonormytx.gov
voslwi.gov,City,Non-Federal Agency,,Salem,WI,(blank)
waconiamn.gov,City,Non-Federal Agency,,Waconia,MN,(blank)
waconiatwsp.gov,City,Non-Federal Agency,,Cologne,MN,(blank)
wacotx.gov,City,Non-Federal Agency,,Waco,TX,cybersecurity@wacotx.gov
wadesboronc.gov,City,Non-Federal Agency,,Wadesboro,NC,(blank)
wadleyga.gov,City,Non-Federal Agency,,Wadley,GA,andy.stouder@proclaimtechservices.com
waeldertexas.gov,City,Non-Federal Agency,,Waelder,TX,info@winkstechsolutions.com
wahkonmn.gov,City,Non-Federal Agency,,WAHKON,MN,(blank)
waitehilloh.gov,City,Non-Federal Agency,,Waite Hill,OH,(blank)
waitsfieldvt.gov,City,Non-Federal Agency,,Waitsfield,VT,(blank)
wakefieldma.gov,City,Non-Federal Agency,,Wakefield,MA,(blank)
wakefieldmapd.gov,City,Non-Federal Agency,,Wakefield,MA,(blank)
wakefieldnh.gov,City,Non-Federal Agency,,Sanbornville,NH,(blank)
wakeforestnc.gov,City,Non-Federal Agency,,Wake Forest,NC,mis@wakeforestnc.gov
waldentn.gov,City,Non-Federal Agency,,Walden,TN,(blank)
waldenvt.gov,City,Non-Federal Agency,,West Danville,VT,tc@waldenvt.gov
waldo-township-il.gov,City,Non-Federal Agency,,Gridley,IL,(blank)
waldportoregon.gov,City,Non-Federal Agency,,Waldport,OR,dann.cutter@waldport.org
waldwicknj.gov,City,Non-Federal Agency,,Waldwick,NJ,(blank)
walesmaine.gov,City,Non-Federal Agency,,Wales,ME,walesitman@gmail.com
walesutah.gov,City,Non-Federal Agency,,Wales,UT,(blank)
walker-la.gov,City,Non-Federal Agency,,Walker,LA,(blank)
walkermi.gov,City,Non-Federal Agency,,Grand Rapids,MI,soc@walker.city
walkersvillemd.gov,City,Non-Federal Agency,,Walkersville,MD,(blank)
walkerton.gov,City,Non-Federal Agency,,Walkerton,IN,(blank)
walkervillemt.gov,City,Non-Federal Agency,,Walkerville,MT,(blank)
wallacenc.gov,City,Non-Federal Agency,,Wallace,NC,(blank)
wallawallawa.gov,City,Non-Federal Agency,,Walla Walla,WA,cityts@wallawallawa.gov
wallertexas.gov,City,Non-Federal Agency,,Waller,TX,security@wallertexas.gov
wallingfordct.gov,City,Non-Federal Agency,,Wallingford,CT,(blank)
wallnj.gov,City,Non-Federal Agency,,Wall Township,NJ,(blank)
wallsburg.gov,City,Non-Federal Agency,,Wallsburg,UT,(blank)
walnutca.gov,City,Non-Federal Agency,,Walnut,CA,(blank)
walnutcreekca.gov,City,Non-Federal Agency,,Walnut Creek,CA,italarms@walnut-creek.org
walnutcreekpdca.gov,City,Non-Federal Agency,,Walnut Creek,CA,italarms@walnut-creek.org
walnutgrovemo.gov,City,Non-Federal Agency,,Walnut Grove,MO,wgpd1401@gmail.com
walpole-ma.gov,City,Non-Federal Agency,,Walpole,MA,(blank)
walpolepdnh.gov,City,Non-Federal Agency,,N Walpole,NH,servicedesk@charlandtech.com
waltonhillsohio.gov,City,Non-Federal Agency,,Walton Hills,OH,(blank)
wanatah-in.gov,City,Non-Federal Agency,,Wanatah,IN,(blank)
wapatopdwa.gov,City,Non-Federal Agency,,Wapato,WA,(blank)
wapelloia.gov,City,Non-Federal Agency,,Wapello,IA,techs@reliablenetworksolutions.com
wappingersfallsny.gov,City,Non-Federal Agency,,Wappingers Falls,NY,websitesecurity@wappingersfallsny.gov
wardarkansas.gov,City,Non-Federal Agency,,WARD,AR,(blank)
wardsborovt.gov,City,Non-Federal Agency,,Wardsboro,VT,info@growth-marketing-agency.com
wareham.gov,City,Non-Federal Agency,,Wareham,MA,(blank)
warehampolice.gov,City,Non-Federal Agency,,Wareham,MA,(blank)
wareshoalssc.gov,City,Non-Federal Agency,,Ware Shoals,SC,bross@wareshoalssc.gov
warmspringsga.gov,City,Non-Federal Agency,,Warm Springs,GA,(blank)
warnernh.gov,City,Non-Federal Agency,,Warner,NH,security@dimentech.com
warnerrobinsga.gov,City,Non-Federal Agency,,Warner Robins,GA,itaccounts@wrga.gov
warracres-ok.gov,City,Non-Federal Agency,,Warr Acres,OK,webmaster@warracres-ok.gov
warrenct.gov,City,Non-Federal Agency,,Warren,CT,SECURITY@WARRENCT.GOV
warren-ma.gov,City,Non-Federal Agency,,Warren,MA,selectmen@warren-ma.gov
warrenmi.gov,City,Non-Federal Agency,,Warren,MI,shakim@cityofwarren.org
warrenri.gov,City,Non-Federal Agency,,Warren,RI,denisepotvin@warrenri.gov
warrensburg-mo.gov,City,Non-Federal Agency,,Warrensburg,MO,it@warrensburg-mo.com
warrentonga.gov,City,Non-Federal Agency,,Warrenton,GA,(blank)
warrentonva.gov,City,Non-Federal Agency,,Warrenton,VA,helpdesk@warrentonva.gov
warrentwpmi.gov,City,Non-Federal Agency,,Coleman,MI,blaine@uptimetm.com
warrentwptrumbull.gov,City,Non-Federal Agency,,Leavittsburg,OH,jminer@warrentwptrumbull.gov
warrioral.gov,City,Non-Federal Agency,,Warrior,AL,stevew@jmjol.com
warsawmo.gov,City,Non-Federal Agency,,Warsaw,MO,(blank)
warwickbucks.gov,City,Non-Federal Agency,,Jamison,PA,info@warwick-township.org
warwickri.gov,City,Non-Federal Agency,,Warwick,RI,mis_group@warwickri.gov
washburnnd.gov,City,Non-Federal Agency,,Washburn,ND,(blank)
washingtonboro-nj.gov,City,Non-Federal Agency,,Washington,NJ,manager@washingtonboro-nj.org
washingtonga.gov,City,Non-Federal Agency,,Washington,GA,salberti@capitaldatainc.com
washingtongrovemd.gov,City,Non-Federal Agency,,Washington Grove,MD,(blank)
washingtoniowa.gov,City,Non-Federal Agency,,Washington,IA,(blank)
washingtonisland-wi.gov,City,Non-Federal Agency,,Washington Island,WI,(blank)
washington-ma.gov,City,Non-Federal Agency,,Washington,MA,washingtonboardofselectmen@gmail.com
washingtonnc.gov,City,Non-Federal Agency,,Washington,NC,itsupport@washingtonnc.gov
washingtonpa.gov,City,Non-Federal Agency,,Washington,PA,(blank)
washingtonterracecity.gov,City,Non-Federal Agency,,Washington Terrace,UT,(blank)
washingtonterrace.gov,City,Non-Federal Agency,,Washington Terrace,UT,(blank)
washingtontwpacpa.gov,City,Non-Federal Agency,,Adrian,PA,amummert@psats.org
washingtontwpgratiot.gov,City,Non-Federal Agency,,Ashley,MI,security@washingtontwpgratiot.gov
washingtonutah.gov,City,Non-Federal Agency,,Washington,UT,(blank)
washingtonva.gov,City,Non-Federal Agency,,Washington,VA,(blank)
washingtonville-ny.gov,City,Non-Federal Agency,,Washingtonville,NY,(blank)
washmo.gov,City,Non-Federal Agency,,Washington,MO,(blank)
wataugatx.gov,City,Non-Federal Agency,,Watauga,TX,mis@wataugatx.org
watchungnj.gov,City,Non-Federal Agency,,Watchung,NJ,(blank)
waterboromaine.gov,City,Non-Federal Agency,,East Waterboro,ME,(blank)
waterboro-me.gov,City,Non-Federal Agency,,East Waterboro,ME,(blank)
waterfordct.gov,City,Non-Federal Agency,,Waterford,CT,(blank)
waterfordmi.gov,City,Non-Federal Agency,,Waterford,MI,(blank)
waterfordvt.gov,City,Non-Federal Agency,,Lower Waterford,VT,mike.barrett@waterfordvt.gov
waterfordwi.gov,City,Non-Federal Agency,,Waterford,WI,klindbloom@waterfordwi.org
waterlooin.gov,City,Non-Federal Agency,,Waterloo,IN,townmanager@waterlooin.gov
waterlootwpmi.gov,City,Non-Federal Agency,,Munith,MI,(blank)
watertown-ma.gov,City,Non-Federal Agency,,Watertown,MA,mmyrie@watertown-ma.gov
watertownmi.gov,City,Non-Federal Agency,,Grand Ledge,MI,clerk@watertownmi.gov
watertownmn.gov,City,Non-Federal Agency,,Watertown,MN,info@watertownmn.gov
watertown-ny.gov,City,Non-Federal Agency,,Watertown,NY,itdept@watertown-ny.gov
watertowntnpd.gov,City,Non-Federal Agency,,Watertown,TN,(blank)
watertowntwpcarvercomn.gov,City,Non-Federal Agency,,Watertown,MN,(blank)
watertownwi.gov,City,Non-Federal Agency,,Watertown,WI,HelpDesk@WatertownWI.gov
watervalleyms.gov,City,Non-Federal Agency,,Water Valley,MS,(blank)
watervalleymspolice.gov,City,Non-Federal Agency,,Water Valley,MS,(blank)
waterville-me.gov,City,Non-Federal Agency,,Waterville,ME,it@waterville-me.gov
watervillevalleynh.gov,City,Non-Federal Agency,,Waterville Valley,NH,wvadministration@watervillevalley.org
watervlietny.gov,City,Non-Federal Agency,,Watervliet,NY,(blank)
watongaok.gov,City,Non-Federal Agency,,Watonga,OK,soc@onenet.net
watsontownshipmi.gov,City,Non-Federal Agency,,Allegan,MI,tech@watsontownshipmi.gov
watsonvilleairport.gov,City,Non-Federal Agency,,Watsonville,CA,(blank)
watsonville.gov,City,Non-Federal Agency,,Watsonville,CA,kevin.lew@watsonville.gov
watsonvillelibrary.gov,City,Non-Federal Agency,,Watsonville,CA,(blank)
watsonvillepd.gov,City,Non-Federal Agency,,Watsonville,CA,(blank)
watsonvillerec.gov,City,Non-Federal Agency,,Watsonville,CA,(blank)
wauconda-il.gov,City,Non-Federal Agency,,Wauconda,IL,acoulter@wauconda-il.gov
waukee.gov,City,Non-Federal Agency,,Waukee,IA,infosec@waukee.org
waukeganil.gov,City,Non-Federal Agency,,Waukegan,IL,IT_Sec@waukeganil.gov
waukesha-wi.gov,City,Non-Federal Agency,,Waukesha,WI,kpelzman@waukesha-wi.gov
waupacawi.gov,City,Non-Federal Agency,,Waupaca,WI,it@waupacawi.gov
waurika.gov,City,Non-Federal Agency,,Waurika,OK,citymanager@waurika.gov
wausauwi.gov,City,Non-Federal Agency,,Wausau,WI,govcompliance@wausauwi.gov
wauwatosa.gov,City,Non-Federal Agency,,Wauwatosa,WI,jali@wauwatosa.net
wauwatosawi.gov,City,Non-Federal Agency,,Wauwatosa,WI,itsecurity@wauwatosa.net
waveland-ms.gov,City,Non-Federal Agency,,Waveland,MS,waveland@waveland-ms.gov
waverlyhallga.gov,City,Non-Federal Agency,,Waverly Hall,GA,(blank)
waverlymn.gov,City,Non-Federal Agency,,Waverly,MN,(blank)
waverlypa.gov,City,Non-Federal Agency,,Waverly,PA,adr12289@yahoo.com
waverlytn.gov,City,Non-Federal Agency,,Waverly,TN,peter@bearwebdesign.com
wawarsingny.gov,City,Non-Federal Agency,,Wawarsing,NY,John.frost@wawarsingny.gov
wawayanda.gov,City,Non-Federal Agency,,Slate Hill,NY,(blank)
waxahachietx.gov,City,Non-Federal Agency,,Waxahachie,TX,(blank)
waycrossga.gov,City,Non-Federal Agency,,Waycross,GA,psimmons@waycrossga.gov
waynesboropa.gov,City,Non-Federal Agency,,Waynesboro,PA,(blank)
waynesburgpa.gov,City,Non-Federal Agency,,Waynesburg,PA,wbgboro@wbgboro.comcastbiz.net
waynesfield.gov,City,Non-Federal Agency,,Waynesfield,OH,(blank)
waynesvillenc.gov,City,Non-Federal Agency,,Waynesville,NC,(blank)
waynewashcowi.gov,City,Non-Federal Agency,,Campbellsport,WI,clerk@townofwayne.washco.wi.gov
wayzatamn.gov,City,Non-Federal Agency,,Wayzata,MN,(blank)
wbcityut.gov,City,Non-Federal Agency,,West Bountiful,UT,(blank)
wchpd.gov,City,Non-Federal Agency,,Washington Court House,OH,ajohnson@cityofwch.com
wearenh.gov,City,Non-Federal Agency,,Weare,NH,brouse@weare.nh.gov
weatherfordtx.gov,City,Non-Federal Agency,,Weatherford,TX,ktucker@weatherfordtx.gov
weaveral.gov,City,Non-Federal Agency,,Weaver,AL,finance@weaveral.gov
webstergrovesmo.gov,City,Non-Federal Agency,,Webster Groves,MO,security@webstergroves.org
webster-ma.gov,City,Non-Federal Agency,,Webster,MA,support@webster-ma.gov
webster-nh.gov,City,Non-Federal Agency,,Webster,NH,ssavard@ctechint.com
websterny.gov,City,Non-Federal Agency,,Webster,NY,security@ci.webster.ny.us
websternytoday.gov,City,Non-Federal Agency,,Webster,NY,ns-security@ci.webster.ny.us
websterpolice-ma.gov,City,Non-Federal Agency,,Webster,MA,(blank)
webstertx.gov,City,Non-Federal Agency,,Webster,TX,rturner@cityofwebster.com
weedsport.gov,City,Non-Federal Agency,,Weedsport,NY,(blank)
weehawkennj.gov,City,Non-Federal Agency,,Weehawken,NJ,chablitz@police.weehawkennj.gov
weho.gov,City,Non-Federal Agency,,West Hollywood,CA,domain-security@weho.org
weimartx.gov,City,Non-Federal Agency,,Weimar,TX,(blank)
welaka-fl.gov,City,Non-Federal Agency,,Welaka,FL,townclerk@welaka-fl.gov
weldonil.gov,City,Non-Federal Agency,,Weldon,IL,(blank)
wellesleyma.gov,City,Non-Federal Agency,,Wellesley,MA,(blank)
wellfleet-ma.gov,City,Non-Federal Agency,,Wellfleet,MA,it@wellfleet-ma.gov
wellingtoncolorado.gov,City,Non-Federal Agency,,Wellington,CO,witadmin@wellingtoncolorado.gov
wellingtonfl.gov,City,Non-Federal Agency,,Wellington,FL,itbilling@wellingtonfl.gov
wellingtonohiopolice.gov,City,Non-Federal Agency,,Wellington,OH,(blank)
wellingtontownshipohio.gov,City,Non-Federal Agency,,Wellington,OH,(blank)
wellingtonutah.gov,City,Non-Federal Agency,,Wellington,UT,(blank)
wellsburgwvpd.gov,City,Non-Federal Agency,,Wellsburg,WV,Micah.knisley@cityofwellsburg.us
wellstonok.gov,City,Non-Federal Agency,,Wellston,OK,administrator@townofwellstonok.com
wellsvilletown.gov,City,Non-Federal Agency,,Wellsville,NY,(blank)
wellsvilleutah.gov,City,Non-Federal Agency,,Wellsville,UT,(blank)
wellsvillevillageny.gov,City,Non-Federal Agency,,Wellsville,NY,(blank)
welltonaz.gov,City,Non-Federal Agency,,Wellton,AZ,sjones@town.wellton.az.us
wenatcheewa.gov,City,Non-Federal Agency,,Wenatchee,WA,ITAP@WenatcheeWA.Gov
wenhamma.gov,City,Non-Federal Agency,,Wenham,MA,admin@wenhamma.gov
wentzvillemo.gov,City,Non-Federal Agency,,Wentzville,MO,security@wentzvillemo.org
weslacotx.gov,City,Non-Federal Agency,,Weslaco,TX,(blank)
wesleyhills.gov,City,Non-Federal Agency,,Monsey,NY,(blank)
wesleyville.gov,City,Non-Federal Agency,,Erie,PA,admin@wesleyvilleborough.com
westalliswi.gov,City,Non-Federal Agency,,West Allis,WI,NetAdmin@westalliswi.gov
westamptonnj.gov,City,Non-Federal Agency,,Westampton,NJ,(blank)
westbathmaine.gov,City,Non-Federal Agency,,West Bath,ME,security@westbathmaine.gov
westbendwi.gov,City,Non-Federal Agency,,West Bend,WI,lulichk@westbendwi.gov
westbloomfieldny.gov,City,Non-Federal Agency,,West Bloomfield,NY,(blank)
westboroughma.gov,City,Non-Federal Agency,,Westborough,MA,domainsecurity@town.westborough.ma.us
westboylston-ma.gov,City,Non-Federal Agency,,West Boylston,MA,(blank)
westbrookmaine.gov,City,Non-Federal Agency,,WESTBROOK,ME,(blank)
westbuechelky.gov,City,Non-Federal Agency,,West Buechel,KY,support@kytech.net
westburlingtoniowa.gov,City,Non-Federal Agency,,West Burlington,IA,newberryb@westburlington.org
westcartilafdnc.gov,City,Non-Federal Agency,,Cedar Point,NC,wcfd@bizec.rr.com
westchester-il.gov,City,Non-Federal Agency,,Westchester,IL,dotgovpoc@westchesterpolice.com
westcolumbiasc.gov,City,Non-Federal Agency,,West Columbia,SC,lchambers@colacommollc.com
westcovina.gov,City,Non-Federal Agency,,West,CA,(blank)
westeriecountyema.gov,City,Non-Federal Agency,,Girard,PA,wecema.emc@gmail.com
westerlyri.gov,City,Non-Federal Agency,,Westerly,RI,(blank)
westfairleevt.gov,City,Non-Federal Agency,,West Fairlee,VT,selectboard@westfairleevt.gov
westfargond.gov,City,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
westfieldin.gov,City,Non-Federal Agency,,WESTFIELD,IN,support@westfield.in.gov
westfieldnj.gov,City,Non-Federal Agency,,Westfield,NJ,administrator@westfieldnj.gov
westford-ma.gov,City,Non-Federal Agency,,Westford,MA,(blank)
westfordma.gov,City,Non-Federal Agency,,Westford,MA,(blank)
westfordwi.gov,City,Non-Federal Agency,,Cazenovia,WI,westfordclerk@mwt.net
westforkar.gov,City,Non-Federal Agency,,West Fork,AR,administrator@westforkar.gov
westfrankfort-il.gov,City,Non-Federal Agency,,West Frankfort,IL,tickets@sinc.net
westhamptonbeach.gov,City,Non-Federal Agency,,Westhampton Beach,NY,(blank)
westhamptonma.gov,City,Non-Federal Agency,,West,MA,administration@westhamptonma.org
westhartfordct.gov,City,Non-Federal Agency,,West Hartford,CT,jay.cathcart@westhartfordct.gov
westhaven-ct.gov,City,Non-Federal Agency,,West Haven,CT,gcurtis@westhaven-ct.gov
westhavenut.gov,City,Non-Federal Agency,,West Haven City,UT,(blank)
westhaverstraw.gov,City,Non-Federal Agency,,West Haverstraw,NY,(blank)
westhomesteadpa.gov,City,Non-Federal Agency,,West Homestead,PA,kevin@marraccini.com
westjeffersonohio.gov,City,Non-Federal Agency,,West Jefferson,OH,(blank)
westlakehills.gov,City,Non-Federal Agency,,West Lake Hills,TX,security@westlakehills.gov
westlaketx.gov,City,Non-Federal Agency,,Westlake,TX,it@westlake-tx.org
westlebanonpa.gov,City,Non-Federal Agency,,Lebanon,PA,westlebtwp@comcast.net
westlibertyky.gov,City,Non-Federal Agency,,West Liberty,KY,(blank)
westlibertykypolice.gov,City,Non-Federal Agency,,West liberty,KY,swaynelewis@hotmail.com
westlibertywv.gov,City,Non-Federal Agency,,West Liberty,WV,(blank)
westlinnoregon.gov,City,Non-Federal Agency,,West Linn,OR,(blank)
westmarlboroughpa.gov,City,Non-Federal Agency,,Coatesville,PA,nocnoc@afdaniel.com
westmelbourne.gov,City,Non-Federal Agency,,West Melbourne,FL,technicalmanager@westmelbourne.org
